Gene ID	Root 1 hr log2FoldChange	padj
GSBRNA2T00098808001	5.012985664	3.03E-15
GSBRNA2T00016242001	5.011518596	0.007061558
GSBRNA2T00142173001	5.011093253	1.04E-08
GSBRNA2T00031914001	5.010913582	0.011406646
GSBRNA2T00055143001	5.00985767	3.41E-20
GSBRNA2T00007690001	5.001299147	1.23E-06
GSBRNA2T00089867001	5.000328719	8.60E-09
GSBRNA2T00009530001	4.99973464	0.003860417
GSBRNA2T00049410001	4.996718687	0.009000225
GSBRNA2T00144291001	4.991575726	2.32E-05
GSBRNA2T00149964001	4.986026977	4.21E-21
GSBRNA2T00058085001	4.983935652	7.44E-11
GSBRNA2T00028733001	4.980175815	3.08E-06
GSBRNA2T00003593001	4.976161263	1.40E-07
GSBRNA2T00082983001	4.975254664	0.007387026
GSBRNA2T00144486001	4.968248105	1.15E-14
GSBRNA2T00009977001	4.966225534	1.46E-21
GSBRNA2T00066359001	4.964612466	0.015905818
GSBRNA2T00058148001	4.964181593	0.000408257
GSBRNA2T00053795001	4.958104367	0.009267662
GSBRNA2T00120397001	4.948479975	0.001356068
GSBRNA2T00032078001	4.947067249	0.002897943
GSBRNA2T00048022001	4.945264023	5.89E-06
GSBRNA2T00018801001	4.942787237	6.40E-13
GSBRNA2T00132612001	4.93842381	4.05E-07
GSBRNA2T00129643001	4.93328304	0.006250537
GSBRNA2T00124958001	4.926551061	6.41E-08
GSBRNA2T00139019001	4.92280512	5.58E-07
GSBRNA2T00095333001	4.922543604	3.20E-11
GSBRNA2T00015636001	4.921570558	0.014619943
GSBRNA2T00141090001	4.920947032	1.47E-07
GSBRNA2T00104269001	4.919928021	0.00530717
GSBRNA2T00032082001	4.915704698	1.54E-05
GSBRNA2T00053926001	4.911419577	2.45E-10
GSBRNA2T00039592001	4.908817005	1.26E-08
GSBRNA2T00119748001	4.902575639	0.000638813
GSBRNA2T00054203001	4.898909391	1.54E-20
GSBRNA2T00093023001	4.896088915	3.12E-06
GSBRNA2T00133540001	4.895807005	1.39E-05
GSBRNA2T00131123001	4.893453896	2.19E-28
GSBRNA2T00003231001	4.885463356	0.004043269
GSBRNA2T00116787001	4.876592691	2.89E-10
GSBRNA2T00069318001	4.875825759	8.26E-12
GSBRNA2T00094839001	4.875349592	1.77E-05
GSBRNA2T00096257001	4.873003699	7.51E-07
GSBRNA2T00111006001	4.868171543	0.001016803
GSBRNA2T00050848001	4.863273757	3.45E-11
GSBRNA2T00066974001	4.862053312	0.000612957
GSBRNA2T00088213001	4.85974684	0.000352889
GSBRNA2T00136869001	4.858687938	3.85E-07
GSBRNA2T00061918001	4.858555058	1.25E-07
GSBRNA2T00137433001	4.857041403	0.005905068
GSBRNA2T00003272001	4.853333579	1.41E-07
GSBRNA2T00065972001	4.852761456	0.002035069
GSBRNA2T00055037001	4.851817403	4.68E-14
GSBRNA2T00052427001	4.850119354	5.36E-10
GSBRNA2T00069579001	4.846894577	0.016841892
GSBRNA2T00046964001	4.845290954	0.000356406
GSBRNA2T00150793001	4.845095361	1.02E-05
GSBRNA2T00100455001	4.840746013	1.70E-05
GSBRNA2T00148653001	4.840009639	0.001182333
GSBRNA2T00135699001	4.839588846	5.42E-09
GSBRNA2T00079620001	4.839447584	6.39E-07
GSBRNA2T00101158001	4.838634497	0.001289443
GSBRNA2T00087846001	4.838522382	8.79E-05
GSBRNA2T00002293001	4.836078322	0.015638509
GSBRNA2T00155362001	4.83512302	1.26E-11
GSBRNA2T00141057001	4.834391569	7.53E-07
GSBRNA2T00008845001	4.829623533	0.004274543
GSBRNA2T00066550001	4.829588206	2.47E-12
GSBRNA2T00036312001	4.829428783	2.22E-06
GSBRNA2T00143908001	4.820223482	0.018542017
GSBRNA2T00085930001	4.81688019	0.007949526
GSBRNA2T00121196001	4.812774187	9.14E-11
GSBRNA2T00148735001	4.812668157	2.61E-05
GSBRNA2T00137160001	4.808164358	2.91E-05
GSBRNA2T00028825001	4.803695617	1.16E-06
GSBRNA2T00116493001	4.799604283	1.09E-05
GSBRNA2T00089611001	4.799172733	1.05E-12
GSBRNA2T00129645001	4.799099716	0.011960834
GSBRNA2T00101431001	4.798394577	4.39E-07
GSBRNA2T00081934001	4.797896999	9.81E-15
GSBRNA2T00084955001	4.797701696	6.30E-11
GSBRNA2T00000899001	4.797106488	0.000322517
GSBRNA2T00122265001	4.797061805	5.70E-12
GSBRNA2T00048136001	4.79471862	1.11E-08
GSBRNA2T00051531001	4.790710029	2.02E-07
GSBRNA2T00046070001	4.784266026	2.76E-05
GSBRNA2T00030878001	4.783794071	9.59E-18
GSBRNA2T00130783001	4.781771183	1.82E-18
GSBRNA2T00126622001	4.778559692	6.25E-16
GSBRNA2T00114573001	4.777618059	6.06E-05
GSBRNA2T00093610001	4.777570236	0.013935226
GSBRNA2T00024817001	4.775700223	9.60E-20
GSBRNA2T00099672001	4.773873574	0.01384837
GSBRNA2T00091634001	4.772554519	6.72E-06
GSBRNA2T00012144001	4.772316467	2.21E-08
GSBRNA2T00053342001	4.771803229	3.57E-14
GSBRNA2T00153053001	4.770478366	0.000119704
GSBRNA2T00143309001	4.770455912	3.66E-09
GSBRNA2T00067968001	4.754348952	1.68E-07
GSBRNA2T00104913001	4.754327805	0.000126421
GSBRNA2T00060639001	4.752755468	8.37E-10
GSBRNA2T00069882001	4.748313628	8.05E-10
GSBRNA2T00090994001	4.747978508	3.28E-05
GSBRNA2T00000058001	4.736285928	0.018428415
GSBRNA2T00069619001	4.736001157	1.43E-23
GSBRNA2T00067964001	4.735329473	0.02107343
GSBRNA2T00042552001	4.735010142	0.008577035
GSBRNA2T00149628001	4.732328268	1.72E-11
GSBRNA2T00140244001	4.731152368	0.002059034
GSBRNA2T00085059001	4.729385724	0.003877192
GSBRNA2T00079279001	4.728865766	8.86E-20
GSBRNA2T00139033001	4.727277719	0.006928232
GSBRNA2T00038138001	4.725404698	1.08E-08
GSBRNA2T00046810001	4.721321914	2.79E-13
GSBRNA2T00044870001	4.720880472	0.001489516
GSBRNA2T00024293001	4.720019302	0.022806776
GSBRNA2T00022593001	4.715395975	7.42E-11
GSBRNA2T00074213001	4.713156052	3.76E-06
GSBRNA2T00054712001	4.710865651	0.016272574
GSBRNA2T00078964001	4.707368325	0.009363655
GSBRNA2T00093982001	4.707048697	9.94E-06
GSBRNA2T00081306001	4.705485482	0.001396303
GSBRNA2T00001138001	4.705053403	0.003742084
GSBRNA2T00124321001	4.699451413	8.68E-07
GSBRNA2T00008699001	4.698963426	6.54E-16
GSBRNA2T00136139001	4.698609734	0.012509666
GSBRNA2T00152503001	4.687820315	0.000296552
GSBRNA2T00139036001	4.687558228	0.01522912
GSBRNA2T00105406001	4.683475506	0.001447016
GSBRNA2T00124900001	4.683432334	0.010170502
GSBRNA2T00018202001	4.682525334	1.15E-05
GSBRNA2T00131061001	4.681313478	9.17E-05
GSBRNA2T00126038001	4.680256625	6.85E-07
GSBRNA2T00157113001	4.678017471	0.019206548
GSBRNA2T00083108001	4.677147543	0.01202729
GSBRNA2T00003631001	4.675662312	0.000280132
GSBRNA2T00124959001	4.674239613	4.62E-13
GSBRNA2T00028395001	4.673833038	4.52E-11
GSBRNA2T00093777001	4.67101377	1.76E-05
GSBRNA2T00021325001	4.6685132	0.003301141
GSBRNA2T00091084001	4.665615982	0.000699617
GSBRNA2T00147180001	4.664002848	0.016081943
GSBRNA2T00018596001	4.663056022	1.75E-23
GSBRNA2T00064014001	4.662911071	2.34E-13
GSBRNA2T00132319001	4.658606982	3.47E-14
GSBRNA2T00008133001	4.657493639	0.007410236
GSBRNA2T00040059001	4.652970824	3.20E-14
GSBRNA2T00107727001	4.652854575	0.002085671
GSBRNA2T00016028001	4.652414683	1.58E-15
GSBRNA2T00088106001	4.651141942	1.97E-15
GSBRNA2T00134961001	4.650817947	2.78E-13
GSBRNA2T00081763001	4.650184537	0.000302502
GSBRNA2T00156858001	4.6456219	6.48E-22
GSBRNA2T00105016001	4.643529165	8.49E-06
GSBRNA2T00096244001	4.643522873	0.000334514
GSBRNA2T00000320001	4.641740397	0.00873795
GSBRNA2T00091520001	4.63940583	0.000117222
GSBRNA2T00067870001	4.637356761	1.65E-05
GSBRNA2T00079740001	4.636557617	1.22E-19
GSBRNA2T00072398001	4.632733529	0.018793714
GSBRNA2T00058561001	4.632312462	5.23E-05
GSBRNA2T00137593001	4.630348474	2.31E-13
GSBRNA2T00035607001	4.626776961	0.009684757
GSBRNA2T00017825001	4.626667854	0.01129613
GSBRNA2T00149043001	4.623515698	2.32E-06
GSBRNA2T00141794001	4.623343914	6.91E-10
GSBRNA2T00022179001	4.615931615	9.30E-11
GSBRNA2T00141732001	4.614537901	2.10E-16
GSBRNA2T00081380001	4.613722939	1.97E-09
GSBRNA2T00155448001	4.608390789	7.49E-15
GSBRNA2T00111554001	4.605350688	0.014710474
GSBRNA2T00037877001	4.6013458	0.013475692
GSBRNA2T00119167001	4.601014444	0.000151284
GSBRNA2T00063740001	4.598938389	3.19E-19
GSBRNA2T00057908001	4.598856345	0.007569954
GSBRNA2T00156030001	4.598599646	3.99E-06
GSBRNA2T00090431001	4.598449987	0.004848452
GSBRNA2T00015268001	4.598182699	7.12E-08
GSBRNA2T00156890001	4.595804789	2.08E-28
GSBRNA2T00135742001	4.588528902	1.12E-09
GSBRNA2T00081690001	4.582126968	1.87E-05
GSBRNA2T00148045001	4.576624995	1.60E-05
GSBRNA2T00117093001	4.574052548	3.97E-12
GSBRNA2T00058962001	4.56871449	5.90E-18
GSBRNA2T00140245001	4.567909241	0.000801063
GSBRNA2T00070632001	4.564152644	0.005870766
GSBRNA2T00154686001	4.560544394	0.000584695
GSBRNA2T00079469001	4.560532668	7.05E-07
GSBRNA2T00130031001	4.550369566	0.000743055
GSBRNA2T00155124001	4.549974644	0.001420728
GSBRNA2T00036533001	4.540500507	0.000561997
GSBRNA2T00102580001	4.539050772	5.57E-11
GSBRNA2T00041144001	4.536032587	0.001059746
GSBRNA2T00150991001	4.535214641	0.000167452
GSBRNA2T00005375001	4.533823913	9.19E-24
GSBRNA2T00095701001	4.532581785	0.003702578
GSBRNA2T00120524001	4.529913178	2.32E-09
GSBRNA2T00006296001	4.529139648	7.86E-05
GSBRNA2T00100953001	4.527418173	1.15E-17
GSBRNA2T00142375001	4.524179096	1.04E-10
GSBRNA2T00044716001	4.523025756	0.024763998
GSBRNA2T00143913001	4.522776812	2.52E-10
GSBRNA2T00052214001	4.521503221	0.000280132
GSBRNA2T00134895001	4.521476791	0.014758661
GSBRNA2T00001024001	4.519847309	1.86E-08
GSBRNA2T00065032001	4.516308466	1.69E-05
GSBRNA2T00151354001	4.510737459	2.53E-07
GSBRNA2T00087677001	4.509908441	3.11E-09
GSBRNA2T00120405001	4.509253589	0.013241947
GSBRNA2T00079437001	4.507965687	1.30E-07
GSBRNA2T00092724001	4.506904779	0.008689234
GSBRNA2T00132968001	4.492495543	0.006244169
GSBRNA2T00111932001	4.486062219	0.000280132
GSBRNA2T00046044001	4.48384116	0.000655698
GSBRNA2T00030003001	4.479805593	0.023070243
GSBRNA2T00156512001	4.476804055	2.09E-06
GSBRNA2T00141419001	4.475976159	5.93E-11
GSBRNA2T00148752001	4.468492211	0.004115585
GSBRNA2T00150479001	4.468008825	0.000588063
GSBRNA2T00103636001	4.467981653	5.99E-12
GSBRNA2T00020577001	4.466581753	1.39E-07
GSBRNA2T00016469001	4.466255449	0.01829628
GSBRNA2T00027343001	4.461461586	1.09E-09
GSBRNA2T00101538001	4.459453344	0.00229263
GSBRNA2T00018128001	4.454851948	3.20E-18
GSBRNA2T00097678001	4.454269704	8.14E-05
GSBRNA2T00052560001	4.453483023	0.00100014
GSBRNA2T00022591001	4.451898332	5.89E-09
GSBRNA2T00010053001	4.451759306	3.22E-10
GSBRNA2T00005663001	4.448088994	0.007072186
GSBRNA2T00132329001	4.445756072	4.69E-05
GSBRNA2T00064131001	4.444891188	0.01952363
GSBRNA2T00071621001	4.441130264	0.000632169
GSBRNA2T00116162001	4.440890699	6.67E-09
GSBRNA2T00127375001	4.438827753	0.026603387
GSBRNA2T00083405001	4.437750866	1.93E-13
GSBRNA2T00097859001	4.436541364	7.63E-10
GSBRNA2T00053471001	4.435161964	3.15E-10
GSBRNA2T00028714001	4.434086518	2.75E-07
GSBRNA2T00108995001	4.433157113	3.39E-09
GSBRNA2T00154503001	4.431906929	0.005734782
GSBRNA2T00007240001	4.430162937	0.000120195
GSBRNA2T00113646001	4.42903757	0.000356119
GSBRNA2T00121411001	4.428209519	0.00057032
GSBRNA2T00075887001	4.426060572	4.41E-08
GSBRNA2T00052436001	4.425084237	2.56E-06
GSBRNA2T00041991001	4.424072626	0.002880138
GSBRNA2T00150785001	4.422740736	2.60E-06
GSBRNA2T00056314001	4.422576937	1.27E-07
GSBRNA2T00156511001	4.419541272	0.002171239
GSBRNA2T00151674001	4.41577368	9.81E-11
GSBRNA2T00116708001	4.415449353	1.90E-10
GSBRNA2T00044723001	4.413819327	0.000240401
GSBRNA2T00139690001	4.407297121	1.76E-32
GSBRNA2T00038420001	4.405987665	0.000561374
GSBRNA2T00062568001	4.404833982	1.05E-06
GSBRNA2T00153655001	4.404789513	0.003224861
GSBRNA2T00138275001	4.400925279	0.013329536
GSBRNA2T00081928001	4.396944617	0.015947391
GSBRNA2T00151919001	4.394286138	2.69E-05
GSBRNA2T00024438001	4.39240214	4.83E-05
GSBRNA2T00042025001	4.392373175	1.15E-06
GSBRNA2T00135993001	4.3919536	1.14E-15
GSBRNA2T00027617001	4.387690482	7.48E-17
GSBRNA2T00106221001	4.387047064	0.003476378
GSBRNA2T00085231001	4.386571674	0.027378424
GSBRNA2T00151270001	4.381720813	2.68E-06
GSBRNA2T00022679001	4.380654015	3.54E-05
GSBRNA2T00002433001	4.37700284	0.015135199
GSBRNA2T00004729001	4.376813686	1.43E-23
GSBRNA2T00116244001	4.375428722	0.000835848
GSBRNA2T00016380001	4.371934814	0.001183824
GSBRNA2T00157066001	4.370478563	0.008467995
GSBRNA2T00065958001	4.364999396	1.20E-07
GSBRNA2T00012445001	4.362642983	1.77E-09
GSBRNA2T00011367001	4.362373465	2.86E-05
GSBRNA2T00098566001	4.361523521	2.63E-09
GSBRNA2T00082816001	4.360992231	1.00E-17
GSBRNA2T00009520001	4.360824248	1.95E-16
GSBRNA2T00054421001	4.360511941	1.22E-12
GSBRNA2T00014014001	4.357991521	4.33E-08
GSBRNA2T00009453001	4.357481101	8.10E-08
GSBRNA2T00119755001	4.354556579	5.86E-08
GSBRNA2T00059839001	4.352296325	9.78E-10
GSBRNA2T00079355001	4.35179248	0.026016162
GSBRNA2T00101684001	4.350537008	0.000173422
GSBRNA2T00011165001	4.349346038	0.012456809
GSBRNA2T00136263001	4.348799096	1.46E-11
GSBRNA2T00096097001	4.347632717	3.88E-09
GSBRNA2T00115814001	4.343666604	0.003070498
GSBRNA2T00050781001	4.340975506	0.00851709
GSBRNA2T00116433001	4.3391513	0.00021709
GSBRNA2T00081109001	4.335771703	0.019972998
GSBRNA2T00062505001	4.331980384	0.00937347
GSBRNA2T00104493001	4.33176244	1.19E-17
GSBRNA2T00071749001	4.329364438	1.08E-08
GSBRNA2T00099670001	4.329169634	0.037317156
GSBRNA2T00027618001	4.325219741	0.023308458
GSBRNA2T00102479001	4.324842436	0.003164738
GSBRNA2T00059454001	4.322525066	0.003692072
GSBRNA2T00049311001	4.316089056	0.031618519
GSBRNA2T00078572001	4.314758889	1.17E-11
GSBRNA2T00068167001	4.314493726	9.76E-08
GSBRNA2T00134494001	4.313643075	0.032410127
GSBRNA2T00110756001	4.312026726	7.65E-09
GSBRNA2T00136708001	4.311809115	0.019210026
GSBRNA2T00149359001	4.311520804	1.42E-05
GSBRNA2T00065542001	4.311211073	0.015071252
GSBRNA2T00118907001	4.310346733	2.27E-28
GSBRNA2T00121603001	4.306069364	0.001997253
GSBRNA2T00062202001	4.305821775	0.001412791
GSBRNA2T00142452001	4.305320305	1.98E-24
GSBRNA2T00142930001	4.303778969	6.28E-05
GSBRNA2T00085441001	4.301281386	0.022432864
GSBRNA2T00134569001	4.300605369	2.76E-12
GSBRNA2T00104225001	4.300168226	5.26E-08
GSBRNA2T00116900001	4.300112008	0.002534271
GSBRNA2T00096592001	4.297091133	1.02E-10
GSBRNA2T00151221001	4.296776228	2.99E-08
GSBRNA2T00152815001	4.296461492	3.25E-07
GSBRNA2T00065817001	4.295473494	0.010008813
GSBRNA2T00111740001	4.291032263	1.00E-04
GSBRNA2T00093764001	4.289675703	0.000304589
GSBRNA2T00074135001	4.289531092	0.013119192
GSBRNA2T00014120001	4.288252401	8.57E-06
GSBRNA2T00134877001	4.286795907	9.14E-07
GSBRNA2T00099817001	4.282841831	1.47E-13
GSBRNA2T00047005001	4.282504691	0.003545137
GSBRNA2T00004998001	4.282341847	0.000796024
GSBRNA2T00127010001	4.280041452	1.35E-10
GSBRNA2T00066571001	4.278682619	1.01E-08
GSBRNA2T00096444001	4.277084371	3.67E-08
GSBRNA2T00030764001	4.276403266	4.76E-08
GSBRNA2T00091168001	4.275601558	2.12E-12
GSBRNA2T00145490001	4.274467711	3.05E-11
GSBRNA2T00109126001	4.273110902	8.13E-14
GSBRNA2T00005582001	4.26601873	5.44E-06
GSBRNA2T00144442001	4.265095205	1.77E-09
GSBRNA2T00006654001	4.263939724	4.70E-15
GSBRNA2T00132655001	4.26266152	2.83E-20
GSBRNA2T00029422001	4.262640535	4.00E-07
GSBRNA2T00131062001	4.262589137	0.024058169
GSBRNA2T00055393001	4.262514687	0.002393855
GSBRNA2T00003275001	4.260667631	0.040059327
GSBRNA2T00066703001	4.260005532	4.55E-08
GSBRNA2T00082589001	4.259083736	4.56E-14
GSBRNA2T00134488001	4.258889567	7.92E-11
GSBRNA2T00112218001	4.258063809	3.31E-10
GSBRNA2T00000806001	4.256309375	1.53E-06
GSBRNA2T00037830001	4.253914873	2.07E-08
GSBRNA2T00033204001	4.251825726	0.001525366
GSBRNA2T00151440001	4.251338011	0.000253549
GSBRNA2T00156034001	4.246741922	0.033955594
GSBRNA2T00036779001	4.244586618	0.002363118
GSBRNA2T00138773001	4.243529414	0.027934619
GSBRNA2T00131214001	4.239605192	0.000297956
GSBRNA2T00006708001	4.237862542	0.049237549
GSBRNA2T00129716001	4.234518976	2.87E-13
GSBRNA2T00092019001	4.233279996	2.93E-06
GSBRNA2T00055044001	4.23274958	0.016513792
GSBRNA2T00121671001	4.231950386	0.022473404
GSBRNA2T00110288001	4.231362876	0.002474892
GSBRNA2T00114452001	4.225038713	0.043799691
GSBRNA2T00137238001	4.22465967	1.02E-07
GSBRNA2T00106114001	4.22371872	5.52E-20
GSBRNA2T00158091001	4.22182583	0.012378701
GSBRNA2T00010601001	4.221593121	2.28E-10
GSBRNA2T00092318001	4.22123377	0.000198293
GSBRNA2T00087209001	4.219946547	0.00183417
GSBRNA2T00054769001	4.218565315	0.004728894
GSBRNA2T00104956001	4.218473453	0.004171506
GSBRNA2T00047591001	4.216948075	0.022818087
GSBRNA2T00117284001	4.216689892	8.00E-06
GSBRNA2T00072063001	4.213572192	0.000527671
GSBRNA2T00052070001	4.213395734	0.0311773
GSBRNA2T00062369001	4.213118522	8.57E-13
GSBRNA2T00140330001	4.212973453	2.15E-09
GSBRNA2T00101522001	4.210624965	1.83E-21
GSBRNA2T00104809001	4.206251734	6.81E-12
GSBRNA2T00120252001	4.205904847	9.41E-05
GSBRNA2T00094591001	4.204471131	0.000206826
GSBRNA2T00112752001	4.204243492	0.007350874
GSBRNA2T00090460001	4.202714473	0.021237099
GSBRNA2T00141024001	4.202058617	6.48E-07
GSBRNA2T00138120001	4.20027556	9.44E-07
GSBRNA2T00043148001	4.199313516	9.76E-18
GSBRNA2T00111449001	4.198793065	4.90E-07
GSBRNA2T00138889001	4.197699441	3.60E-06
GSBRNA2T00024824001	4.191970137	0.020293131
GSBRNA2T00033990001	4.18893227	0.037802859
GSBRNA2T00129635001	4.184639224	0.035090109
GSBRNA2T00069309001	4.182196949	0.038382955
GSBRNA2T00067850001	4.180972709	5.75E-10
GSBRNA2T00051881001	4.179684718	0.038414387
GSBRNA2T00039306001	4.179649726	4.08E-08
GSBRNA2T00158029001	4.179150304	0.00355909
GSBRNA2T00023254001	4.177429149	0.026923069
GSBRNA2T00051410001	4.17738811	1.46E-15
GSBRNA2T00092886001	4.176934429	0.000679777
GSBRNA2T00157994001	4.17623144	1.03E-05
GSBRNA2T00020543001	4.174603839	0.001986411
GSBRNA2T00100456001	4.173994959	1.66E-06
GSBRNA2T00117790001	4.173144562	5.69E-11
GSBRNA2T00087792001	4.172764024	0.014716109
GSBRNA2T00156913001	4.167222571	4.23E-05
GSBRNA2T00095782001	4.164960955	0.000233349
GSBRNA2T00034723001	4.163948402	0.00044628
GSBRNA2T00130679001	4.163067285	1.44E-10
GSBRNA2T00033574001	4.161967201	9.46E-09
GSBRNA2T00153118001	4.161080289	9.38E-07
GSBRNA2T00028262001	4.159985732	0.000298267
GSBRNA2T00021285001	4.159098927	0.005807931
GSBRNA2T00023414001	4.155964957	0.045376649
GSBRNA2T00151607001	4.153559245	0.024840705
GSBRNA2T00117125001	4.153125462	2.03E-08
GSBRNA2T00074927001	4.153112431	0.000449064
GSBRNA2T00103058001	4.151117536	8.31E-20
GSBRNA2T00128635001	4.149496321	0.024684494
GSBRNA2T00131124001	4.141641861	0.00023515
GSBRNA2T00068760001	4.138799575	0.004167407
GSBRNA2T00151793001	4.138074636	2.86E-06
GSBRNA2T00154860001	4.136823092	5.82E-07
GSBRNA2T00004612001	4.135320816	0.003134335
GSBRNA2T00048788001	4.135286763	0.028365692
GSBRNA2T00131028001	4.134745646	3.88E-22
GSBRNA2T00016476001	4.133584399	9.07E-12
GSBRNA2T00002694001	4.133210202	0.040072667
GSBRNA2T00029890001	4.128963586	2.63E-10
GSBRNA2T00099195001	4.128950556	0.022806776
GSBRNA2T00141166001	4.128259011	3.27E-11
GSBRNA2T00078747001	4.125487187	0.0144306
GSBRNA2T00097205001	4.12518968	0.004521724
GSBRNA2T00151929001	4.125184816	0.007548598
GSBRNA2T00063985001	4.125053257	1.51E-10
GSBRNA2T00044710001	4.118543822	0.007530822
GSBRNA2T00066118001	4.11819462	1.48E-05
GSBRNA2T00108758001	4.117546769	0.006490667
GSBRNA2T00156197001	4.117224418	3.70E-10
GSBRNA2T00101523001	4.114146506	2.20E-09
GSBRNA2T00081741001	4.112713967	0.000163467
GSBRNA2T00069083001	4.111159106	0.003361518
GSBRNA2T00129695001	4.11058723	2.07E-06
GSBRNA2T00126971001	4.110265816	0.008810775
GSBRNA2T00091511001	4.109926139	0.001582256
GSBRNA2T00004628001	4.109136868	2.31E-13
GSBRNA2T00154419001	4.107836182	3.67E-09
GSBRNA2T00105561001	4.107039963	0.000767725
GSBRNA2T00088447001	4.106277415	1.02E-05
GSBRNA2T00108751001	4.103895829	0.01071753
GSBRNA2T00102046001	4.103134178	3.39E-05
GSBRNA2T00119417001	4.101602716	9.95E-12
GSBRNA2T00146313001	4.100842078	5.16E-12
GSBRNA2T00094722001	4.099085429	0.040913333
GSBRNA2T00044972001	4.098112892	2.89E-10
GSBRNA2T00008106001	4.097058965	8.57E-10
GSBRNA2T00119749001	4.095686413	0.014397247
GSBRNA2T00079503001	4.09563106	0.000400497
GSBRNA2T00111739001	4.094119064	0.000208021
GSBRNA2T00144045001	4.092400091	1.08E-11
GSBRNA2T00149688001	4.092210307	9.25E-12
GSBRNA2T00037138001	4.09121295	3.35E-06
GSBRNA2T00018865001	4.09051304	0.000245908
GSBRNA2T00121866001	4.086228819	1.36E-05
GSBRNA2T00080055001	4.085642305	0.003829427
GSBRNA2T00111029001	4.084182411	0.000174819
GSBRNA2T00048935001	4.076740807	1.69E-10
GSBRNA2T00018377001	4.075493621	0.018426143
GSBRNA2T00093449001	4.075343187	1.19E-05
GSBRNA2T00000498001	4.073226677	1.23E-05
GSBRNA2T00154615001	4.072468133	0.001817683
GSBRNA2T00052530001	4.07213912	0.012603188
GSBRNA2T00043251001	4.068310481	0.032294825
GSBRNA2T00047004001	4.06722439	0.000133859
GSBRNA2T00121867001	4.066997702	5.94E-17
GSBRNA2T00035171001	4.066664614	6.90E-11
GSBRNA2T00040014001	4.061869948	0.040760325
GSBRNA2T00082055001	4.061284267	0.000213334
GSBRNA2T00108997001	4.05960213	0.044727132
GSBRNA2T00132425001	4.058935073	0.010206494
GSBRNA2T00055542001	4.057288312	6.05E-06
GSBRNA2T00063199001	4.055957713	0.001487923
GSBRNA2T00075654001	4.054576607	0.000489887
GSBRNA2T00001829001	4.054520611	1.82E-14
GSBRNA2T00081407001	4.054236263	5.88E-05
GSBRNA2T00038680001	4.053699686	1.74E-06
GSBRNA2T00055036001	4.053100438	2.24E-07
GSBRNA2T00037091001	4.052122871	1.73E-10
GSBRNA2T00116734001	4.051921592	0.002676718
GSBRNA2T00101944001	4.04933946	4.73E-05
GSBRNA2T00036821001	4.048211796	0.00043087
GSBRNA2T00083969001	4.045902461	8.14E-06
GSBRNA2T00039971001	4.044624104	0.000944734
GSBRNA2T00092105001	4.04450091	9.31E-06
GSBRNA2T00116188001	4.039712633	3.78E-08
GSBRNA2T00106115001	4.0391271	5.40E-11
GSBRNA2T00132628001	4.038497413	5.61E-12
GSBRNA2T00052507001	4.037191332	0.002805522
GSBRNA2T00083245001	4.036706255	3.32E-10
GSBRNA2T00041898001	4.034619654	0.045825501
GSBRNA2T00025499001	4.034247456	0.002135938
GSBRNA2T00081051001	4.033538172	0.000301098
GSBRNA2T00011337001	4.031438524	1.15E-09
GSBRNA2T00121284001	4.03138085	0.043988376
GSBRNA2T00073300001	4.03089553	0.050383655
