Gene ID	Root 1 hr log2FoldChange	padj
GSBRNA2T00068443001	-3.241054455	3.67E-08
GSBRNA2T00146975001	-3.241970144	0.000158536
GSBRNA2T00022070001	-3.242447314	0.002731261
GSBRNA2T00144487001	-3.24611072	0.00223529
GSBRNA2T00062815001	-3.246258179	3.36E-05
GSBRNA2T00113448001	-3.249771786	1.95E-16
GSBRNA2T00022374001	-3.253138094	0.001636067
GSBRNA2T00067928001	-3.257174876	0.009267662
GSBRNA2T00110412001	-3.261717832	0.000291142
GSBRNA2T00120136001	-3.262700388	3.31E-07
GSBRNA2T00063713001	-3.26307534	0.040972436
GSBRNA2T00003078001	-3.263812038	0.000803683
GSBRNA2T00126114001	-3.269615955	0.018055577
GSBRNA2T00152325001	-3.270452486	0.004134782
GSBRNA2T00146672001	-3.274032507	1.41E-18
GSBRNA2T00025856001	-3.276970138	2.51E-08
GSBRNA2T00100164001	-3.278307078	8.37E-09
GSBRNA2T00099412001	-3.278680348	0.053813304
GSBRNA2T00124746001	-3.279648264	0.029665009
GSBRNA2T00132826001	-3.279947208	5.32E-09
GSBRNA2T00136954001	-3.280323005	0.017716412
GSBRNA2T00068109001	-3.280537096	0.034216776
GSBRNA2T00058211001	-3.281497064	0.021265966
GSBRNA2T00013877001	-3.282610858	0.03697285
GSBRNA2T00155168001	-3.292009925	0.000111371
GSBRNA2T00028688001	-3.296894207	0.000544005
GSBRNA2T00145627001	-3.297049585	2.39E-05
GSBRNA2T00071174001	-3.310137194	3.40E-07
GSBRNA2T00128201001	-3.314346921	0.014702712
GSBRNA2T00116845001	-3.314778159	6.93E-07
GSBRNA2T00068183001	-3.315665023	1.20E-08
GSBRNA2T00052811001	-3.319369048	0.014136928
GSBRNA2T00155108001	-3.320230335	8.78E-08
GSBRNA2T00042846001	-3.322808242	5.08E-08
GSBRNA2T00130300001	-3.32980327	4.47E-06
GSBRNA2T00145405001	-3.335660655	0.000396127
GSBRNA2T00140086001	-3.336950434	0.003695035
GSBRNA2T00001314001	-3.337584273	0.001215969
GSBRNA2T00112098001	-3.337849399	4.25E-05
GSBRNA2T00132793001	-3.344418281	0.000349663
GSBRNA2T00102738001	-3.345564567	1.16E-06
GSBRNA2T00140488001	-3.345888307	2.87E-05
GSBRNA2T00010581001	-3.346060708	0.001697445
GSBRNA2T00096117001	-3.346194023	1.68E-10
GSBRNA2T00155026001	-3.347726263	0.000524972
GSBRNA2T00150516001	-3.348219497	0.034833676
GSBRNA2T00131195001	-3.349247495	0.000322993
GSBRNA2T00114987001	-3.349527631	2.95E-09
GSBRNA2T00032745001	-3.350602809	0.032182007
GSBRNA2T00036870001	-3.351167819	0.005056394
GSBRNA2T00120025001	-3.353120925	0.002775739
GSBRNA2T00022030001	-3.35531927	0.027947219
GSBRNA2T00024579001	-3.357155518	6.03E-06
GSBRNA2T00049191001	-3.358794279	0.000186048
GSBRNA2T00065048001	-3.366341786	0.002093486
GSBRNA2T00132579001	-3.371139088	0.000377361
GSBRNA2T00064059001	-3.374363592	3.35E-05
GSBRNA2T00003340001	-3.375593644	4.93E-05
GSBRNA2T00014739001	-3.378152399	0.035954075
GSBRNA2T00056341001	-3.383342658	0.010206494
GSBRNA2T00044560001	-3.390279445	0.041137017
GSBRNA2T00069521001	-3.396643307	0.043799691
GSBRNA2T00077253001	-3.398900407	2.92E-08
GSBRNA2T00115274001	-3.400863916	0.01643107
GSBRNA2T00071240001	-3.404973969	0.021784182
GSBRNA2T00150881001	-3.406727819	0.001256485
GSBRNA2T00134966001	-3.406989595	2.75E-05
GSBRNA2T00121709001	-3.40840454	0.030632864
GSBRNA2T00059581001	-3.40860265	0.002174365
GSBRNA2T00150507001	-3.410677576	0.005183306
GSBRNA2T00153703001	-3.413669739	0.034205811
GSBRNA2T00130892001	-3.415032988	5.03E-05
GSBRNA2T00024146001	-3.418898311	5.21E-06
GSBRNA2T00052413001	-3.419042816	0.021749713
GSBRNA2T00107344001	-3.419974931	2.01E-05
GSBRNA2T00078129001	-3.420401917	0.001791992
GSBRNA2T00030245001	-3.42045574	0.016763926
GSBRNA2T00027736001	-3.421984325	0.033189738
GSBRNA2T00103749001	-3.422135648	0.004674923
GSBRNA2T00139164001	-3.426302955	1.70E-08
GSBRNA2T00074154001	-3.431222507	1.41E-05
GSBRNA2T00011471001	-3.431252346	0.05479296
GSBRNA2T00091770001	-3.436573729	0.040469662
GSBRNA2T00074108001	-3.438805404	0.00244649
GSBRNA2T00076200001	-3.441016396	0.030795332
GSBRNA2T00077347001	-3.444448819	8.63E-10
GSBRNA2T00072583001	-3.449800769	4.16E-05
GSBRNA2T00078119001	-3.455688069	0.027309158
GSBRNA2T00046229001	-3.461109672	7.16E-07
GSBRNA2T00075871001	-3.461551817	3.55E-09
GSBRNA2T00145322001	-3.462530986	3.72E-09
GSBRNA2T00012006001	-3.465683808	0.009205634
GSBRNA2T00116993001	-3.469146987	1.72E-06
GSBRNA2T00144598001	-3.474432182	0.000108573
GSBRNA2T00152836001	-3.476499196	0.053465663
GSBRNA2T00143256001	-3.476622594	0.001050929
GSBRNA2T00123855001	-3.479456708	1.15E-09
GSBRNA2T00148988001	-3.480218521	0.035404413
GSBRNA2T00047554001	-3.481754573	3.36E-08
GSBRNA2T00074394001	-3.482693448	9.10E-05
GSBRNA2T00132516001	-3.483072775	0.000135052
GSBRNA2T00064545001	-3.483117483	0.001083364
GSBRNA2T00099137001	-3.485256233	0.035280123
GSBRNA2T00100482001	-3.487515295	0.023308458
GSBRNA2T00046983001	-3.487726138	8.24E-07
GSBRNA2T00141652001	-3.491023986	1.21E-05
GSBRNA2T00150322001	-3.49138615	3.57E-17
GSBRNA2T00117964001	-3.492053243	0.000442025
GSBRNA2T00091112001	-3.495522369	1.50E-08
GSBRNA2T00056376001	-3.498162853	0.002704417
GSBRNA2T00050240001	-3.498897923	2.12E-07
GSBRNA2T00135877001	-3.506746768	3.60E-06
GSBRNA2T00112194001	-3.511084464	0.000329707
GSBRNA2T00134636001	-3.511910708	3.10E-06
GSBRNA2T00014536001	-3.518457663	0.027947219
GSBRNA2T00054406001	-3.518676306	0.007766982
GSBRNA2T00055728001	-3.521078978	0.012182181
GSBRNA2T00021899001	-3.521968511	0.023387301
GSBRNA2T00132744001	-3.528444122	0.004008088
GSBRNA2T00029347001	-3.537267813	8.13E-19
GSBRNA2T00078167001	-3.540339183	0.028447317
GSBRNA2T00055766001	-3.541085631	0.012303841
GSBRNA2T00005982001	-3.54446052	0.027041087
GSBRNA2T00085889001	-3.545894661	2.84E-19
GSBRNA2T00031111001	-3.546366457	0.05184435
GSBRNA2T00069927001	-3.552012558	0.001067911
GSBRNA2T00139307001	-3.556920465	0.002707518
GSBRNA2T00044685001	-3.557188908	0.031358633
GSBRNA2T00028746001	-3.559447559	1.29E-05
GSBRNA2T00133079001	-3.561115859	7.83E-10
GSBRNA2T00011147001	-3.561612477	0.000291142
GSBRNA2T00112737001	-3.562662473	2.48E-06
GSBRNA2T00043543001	-3.563343705	9.59E-14
GSBRNA2T00105503001	-3.564175758	0.036089187
GSBRNA2T00103050001	-3.564443559	0.018162167
GSBRNA2T00076929001	-3.565359072	2.51E-09
GSBRNA2T00153470001	-3.567559818	1.24E-06
GSBRNA2T00027985001	-3.59524185	1.47E-08
GSBRNA2T00111453001	-3.595714202	5.27E-16
GSBRNA2T00085468001	-3.597145141	4.59E-15
GSBRNA2T00061676001	-3.59737665	0.000116147
GSBRNA2T00086288001	-3.598489989	0.000598186
GSBRNA2T00143171001	-3.598844316	0.000687059
GSBRNA2T00129414001	-3.602273656	9.47E-10
GSBRNA2T00002701001	-3.607108394	6.54E-06
GSBRNA2T00155196001	-3.610762873	4.13E-05
GSBRNA2T00117340001	-3.611531877	1.44E-06
GSBRNA2T00131194001	-3.614666722	0.02248069
GSBRNA2T00143433001	-3.615128713	0.005045524
GSBRNA2T00018775001	-3.616087457	0.00012487
GSBRNA2T00132600001	-3.618210118	3.64E-12
GSBRNA2T00102621001	-3.624672241	0.00825293
GSBRNA2T00037026001	-3.625379474	0.009622172
GSBRNA2T00073067001	-3.628223809	0.037525313
GSBRNA2T00135892001	-3.634375679	6.43E-14
GSBRNA2T00134414001	-3.634870383	0.000460086
GSBRNA2T00130739001	-3.638813226	3.84E-05
GSBRNA2T00037868001	-3.639982713	0.000789875
GSBRNA2T00112012001	-3.640041979	3.32E-05
GSBRNA2T00132368001	-3.64269321	0.010633106
GSBRNA2T00156069001	-3.642801823	0.041404035
GSBRNA2T00037804001	-3.646475287	0.031418783
GSBRNA2T00134688001	-3.649417547	0.047593922
GSBRNA2T00026528001	-3.652381631	1.34E-05
GSBRNA2T00143380001	-3.654453547	0.045221712
GSBRNA2T00084817001	-3.657984132	1.65E-05
GSBRNA2T00126688001	-3.659853057	3.22E-11
GSBRNA2T00105508001	-3.662872314	0.007478443
GSBRNA2T00156067001	-3.672056019	0.040962694
GSBRNA2T00126261001	-3.677465903	3.23E-10
GSBRNA2T00123088001	-3.67842804	0.021005408
GSBRNA2T00156806001	-3.680263172	5.05E-07
GSBRNA2T00129270001	-3.68488701	1.04E-05
GSBRNA2T00034350001	-3.684925209	0.00372385
GSBRNA2T00080667001	-3.685209353	0.021463808
GSBRNA2T00157508001	-3.686362162	0.000200549
GSBRNA2T00067539001	-3.68939261	0.050897284
GSBRNA2T00002971001	-3.689574137	0.021220149
GSBRNA2T00061803001	-3.691036339	0.029900714
GSBRNA2T00088689001	-3.693947855	0.001067921
GSBRNA2T00111836001	-3.694171529	0.001689815
GSBRNA2T00078482001	-3.694247999	0.000918109
GSBRNA2T00079777001	-3.702922133	1.93E-07
GSBRNA2T00129660001	-3.70929495	0.001796789
GSBRNA2T00037725001	-3.712453295	0.0301087
GSBRNA2T00052971001	-3.714874719	3.20E-05
GSBRNA2T00076832001	-3.715470488	0.044897021
GSBRNA2T00089123001	-3.71685251	0.009596911
GSBRNA2T00136396001	-3.717736581	4.62E-10
GSBRNA2T00096065001	-3.718568516	0.005409277
GSBRNA2T00049725001	-3.71954134	0.002148533
GSBRNA2T00129019001	-3.725713581	0.002097829
GSBRNA2T00154203001	-3.731669253	0.014397247
GSBRNA2T00085157001	-3.73409948	8.86E-05
GSBRNA2T00113558001	-3.734768136	7.43E-10
GSBRNA2T00059677001	-3.736345881	0.027948927
GSBRNA2T00123308001	-3.739541079	0.00141262
GSBRNA2T00019009001	-3.740944419	8.87E-05
GSBRNA2T00155052001	-3.742468245	0.008577035
GSBRNA2T00059852001	-3.746796299	7.69E-07
GSBRNA2T00012103001	-3.74835721	7.67E-05
GSBRNA2T00102857001	-3.752432971	0.006545626
GSBRNA2T00065071001	-3.754586907	0.033285378
GSBRNA2T00093820001	-3.755652232	0.003033591
GSBRNA2T00155542001	-3.762235483	0.000397491
GSBRNA2T00103556001	-3.762389967	1.55E-06
GSBRNA2T00049565001	-3.764129319	0.010806159
GSBRNA2T00020343001	-3.765772978	0.025031293
GSBRNA2T00095352001	-3.769951385	0.000907482
GSBRNA2T00071282001	-3.771880779	6.93E-08
GSBRNA2T00149280001	-3.771934413	4.86E-05
GSBRNA2T00027669001	-3.773562366	3.07E-08
GSBRNA2T00133080001	-3.776050674	2.09E-06
GSBRNA2T00082567001	-3.776809264	2.56E-11
GSBRNA2T00104514001	-3.777476736	0.024442191
GSBRNA2T00076748001	-3.77785125	2.32E-05
GSBRNA2T00135639001	-3.78395282	0.006755777
GSBRNA2T00078156001	-3.784412643	0.022195655
GSBRNA2T00139497001	-3.784849593	0.026014671
GSBRNA2T00071017001	-3.78734435	0.002986577
GSBRNA2T00131712001	-3.791126235	2.56E-05
GSBRNA2T00124817001	-3.795677471	0.000257568
GSBRNA2T00083097001	-3.796969197	7.08E-05
GSBRNA2T00116434001	-3.798446089	0.005915825
GSBRNA2T00149679001	-3.800916832	0.032229112
GSBRNA2T00056489001	-3.805566046	0.014872224
GSBRNA2T00114945001	-3.806324735	0.028779317
GSBRNA2T00065368001	-3.808982272	0.031859469
GSBRNA2T00057776001	-3.819789839	0.002317358
GSBRNA2T00135010001	-3.822385721	0.000145783
GSBRNA2T00091952001	-3.822427229	0.013386315
GSBRNA2T00055876001	-3.825860596	0.011661361
GSBRNA2T00055712001	-3.831199044	2.35E-08
GSBRNA2T00122889001	-3.853974302	0.051597476
GSBRNA2T00076840001	-3.854821854	0.005198799
GSBRNA2T00151224001	-3.855783199	0.000301356
GSBRNA2T00053156001	-3.858435482	9.46E-09
GSBRNA2T00126485001	-3.859295655	4.12E-10
GSBRNA2T00022774001	-3.862657234	0.001259295
GSBRNA2T00072983001	-3.865907912	2.41E-06
GSBRNA2T00012755001	-3.87082048	9.96E-06
GSBRNA2T00010485001	-3.874356653	9.57E-12
GSBRNA2T00079962001	-3.875053398	1.45E-06
GSBRNA2T00065281001	-3.877511373	0.032211893
GSBRNA2T00025932001	-3.879373757	0.005409153
GSBRNA2T00079202001	-3.883285143	0.001759442
GSBRNA2T00130427001	-3.887266135	0.004848143
GSBRNA2T00061091001	-3.887942456	7.08E-05
GSBRNA2T00021526001	-3.890168679	0.00027503
GSBRNA2T00028513001	-3.890279605	0.013508379
GSBRNA2T00060628001	-3.897294851	0.02350019
GSBRNA2T00090182001	-3.911408037	0.000323179
GSBRNA2T00154659001	-3.911868052	0.002085671
GSBRNA2T00025205001	-3.911990065	0.001853826
GSBRNA2T00016425001	-3.918927387	8.18E-08
GSBRNA2T00021800001	-3.920152007	0.010642026
GSBRNA2T00047062001	-3.927622484	3.01E-05
GSBRNA2T00056852001	-3.928285483	9.29E-05
GSBRNA2T00153883001	-3.928642396	7.96E-11
GSBRNA2T00088275001	-3.934298734	1.36E-08
GSBRNA2T00068398001	-3.934986367	0.04638861
GSBRNA2T00042313001	-3.938289175	0.012198962
GSBRNA2T00127164001	-3.93844963	0.000192984
GSBRNA2T00142113001	-3.943819533	7.05E-06
GSBRNA2T00071025001	-3.945403143	2.12E-10
GSBRNA2T00049400001	-3.951743289	0.014321497
GSBRNA2T00064194001	-3.95410846	0.002065274
GSBRNA2T00052404001	-3.969470045	0.012149106
GSBRNA2T00102124001	-3.970409717	0.002902462
GSBRNA2T00130798001	-3.972382803	0.01964171
GSBRNA2T00039274001	-3.977925095	0.000177083
GSBRNA2T00058532001	-3.993298707	0.006528817
GSBRNA2T00074901001	-3.997480188	0.000492519
GSBRNA2T00070608001	-4.000462856	2.86E-08
GSBRNA2T00028767001	-4.001170838	0.011113787
GSBRNA2T00037824001	-4.004919152	9.07E-05
GSBRNA2T00012862001	-4.008936139	1.03E-09
GSBRNA2T00028242001	-4.0103377	0.054528395
GSBRNA2T00150659001	-4.014315784	0.000331279
GSBRNA2T00098486001	-4.016113968	0.017442334
GSBRNA2T00031564001	-4.028333671	0.005010162
GSBRNA2T00065987001	-4.029579912	0.019173784
GSBRNA2T00071676001	-4.032683939	0.00252445
GSBRNA2T00038553001	-4.034349498	0.015999639
GSBRNA2T00049176001	-4.038745782	0.003793514
GSBRNA2T00104412001	-4.047227565	0.000896337
GSBRNA2T00154717001	-4.052210756	0.048745725
GSBRNA2T00013003001	-4.053397634	0.042840257
GSBRNA2T00085378001	-4.055482163	0.006018296
GSBRNA2T00157043001	-4.057562736	0.041137032
GSBRNA2T00079166001	-4.059603498	0.008287288
GSBRNA2T00105277001	-4.063361	4.29E-06
GSBRNA2T00056195001	-4.072255745	0.004246277
GSBRNA2T00128294001	-4.077535917	0.00043087
GSBRNA2T00057491001	-4.081463111	0.045509964
GSBRNA2T00149924001	-4.081821991	0.001182333
GSBRNA2T00113559001	-4.088255838	2.03E-05
GSBRNA2T00017091001	-4.098692897	0.028339106
GSBRNA2T00086004001	-4.099600503	1.51E-05
GSBRNA2T00132768001	-4.100550891	2.60E-07
GSBRNA2T00031081001	-4.108769503	0.042901672
GSBRNA2T00034149001	-4.112805492	0.001320776
GSBRNA2T00121392001	-4.122151333	0.020772957
GSBRNA2T00128365001	-4.126283918	0.032033032
GSBRNA2T00053968001	-4.129117396	7.08E-09
GSBRNA2T00057980001	-4.129632625	0.006075399
GSBRNA2T00137943001	-4.129903559	0.045123665
GSBRNA2T00037779001	-4.135313475	0.002717091
GSBRNA2T00011141001	-4.135705152	0.000255777
GSBRNA2T00055674001	-4.137381714	0.035232485
GSBRNA2T00065242001	-4.138913883	0.000261435
GSBRNA2T00065068001	-4.14088321	0.038709702
GSBRNA2T00049070001	-4.141920801	0.003078536
GSBRNA2T00049341001	-4.14903903	0.034749909
GSBRNA2T00080596001	-4.149916835	1.13E-09
GSBRNA2T00149685001	-4.164553024	0.012322759
GSBRNA2T00008630001	-4.164697251	0.036481605
GSBRNA2T00126746001	-4.165539625	2.96E-06
GSBRNA2T00081578001	-4.167802663	0.016121107
GSBRNA2T00040460001	-4.169648611	5.73E-06
GSBRNA2T00058400001	-4.170187647	7.80E-13
GSBRNA2T00134198001	-4.182569404	0.000863756
GSBRNA2T00121650001	-4.183877512	0.031874412
GSBRNA2T00138339001	-4.184886988	3.10E-08
GSBRNA2T00114537001	-4.18697345	0.007606121
GSBRNA2T00124722001	-4.196885769	0.019936596
GSBRNA2T00033640001	-4.197193435	1.32E-12
GSBRNA2T00127908001	-4.205572328	3.99E-08
GSBRNA2T00036512001	-4.207127142	0.031566275
GSBRNA2T00043167001	-4.207349001	0.011745008
GSBRNA2T00123311001	-4.21961048	9.43E-07
GSBRNA2T00075252001	-4.229204231	4.17E-14
GSBRNA2T00004735001	-4.23167776	9.36E-13
GSBRNA2T00093142001	-4.23263546	0.003449505
GSBRNA2T00038701001	-4.243211848	0.011732276
GSBRNA2T00147481001	-4.244528933	5.20E-10
GSBRNA2T00108155001	-4.246133188	0.008322004
GSBRNA2T00111153001	-4.250100794	1.75E-06
GSBRNA2T00096252001	-4.252525473	0.000967608
GSBRNA2T00024006001	-4.256630506	3.91E-07
GSBRNA2T00084876001	-4.258451511	0.027152003
GSBRNA2T00102277001	-4.258671127	0.020460399
GSBRNA2T00133470001	-4.263703089	1.78E-12
GSBRNA2T00024681001	-4.268071031	0.010685032
GSBRNA2T00091671001	-4.270798673	0.040617893
GSBRNA2T00045614001	-4.279037256	1.85E-08
GSBRNA2T00102031001	-4.286356452	0.002031717
GSBRNA2T00108101001	-4.316946141	2.14E-05
GSBRNA2T00082118001	-4.323918025	0.018127456
GSBRNA2T00057964001	-4.330921712	0.023487094
GSBRNA2T00108932001	-4.331729207	2.99E-06
GSBRNA2T00035619001	-4.331895868	0.002984245
GSBRNA2T00112398001	-4.342685576	0.00056579
GSBRNA2T00015600001	-4.359098221	0.008954535
GSBRNA2T00021544001	-4.361172733	0.01278836
GSBRNA2T00022762001	-4.378784168	1.44E-05
GSBRNA2T00148665001	-4.380319608	0.004848116
GSBRNA2T00010490001	-4.390251218	0.000139183
GSBRNA2T00021790001	-4.406566869	0.004390548
GSBRNA2T00050163001	-4.406670587	0.000101417
GSBRNA2T00056895001	-4.413964232	0.000961946
GSBRNA2T00156949001	-4.415923807	0.011379531
GSBRNA2T00034340001	-4.423773202	0.028410379
GSBRNA2T00079802001	-4.43393819	0.029546764
GSBRNA2T00134311001	-4.43404042	0.022333332
GSBRNA2T00016985001	-4.43885155	4.75E-05
GSBRNA2T00131205001	-4.438968206	4.06E-06
GSBRNA2T00032019001	-4.452041315	0.001282634
GSBRNA2T00153753001	-4.456191042	0.006681104
GSBRNA2T00013270001	-4.471594151	0.000690939
GSBRNA2T00156179001	-4.478974745	0.000172753
GSBRNA2T00116435001	-4.491095127	0.00253166
GSBRNA2T00064146001	-4.494130842	0.010845641
GSBRNA2T00069926001	-4.506188137	1.91E-10
GSBRNA2T00010064001	-4.517672177	5.92E-11
GSBRNA2T00073065001	-4.531167584	0.001878309
GSBRNA2T00047955001	-4.544404587	3.26E-06
GSBRNA2T00115382001	-4.562938898	0.004489795
GSBRNA2T00057371001	-4.56721419	0.011732813
GSBRNA2T00011105001	-4.572588377	0.007335084
GSBRNA2T00110703001	-4.585046921	0.00248626
GSBRNA2T00045147001	-4.589558186	0.011111565
GSBRNA2T00157078001	-4.606331305	0.007501861
GSBRNA2T00045190001	-4.607491427	0.005121514
GSBRNA2T00039658001	-4.619504029	2.88E-14
GSBRNA2T00076690001	-4.623844274	2.46E-11
GSBRNA2T00041340001	-4.641007429	0.023674236
GSBRNA2T00057535001	-4.647943591	0.000125825
GSBRNA2T00014571001	-4.648785454	0.00291289
GSBRNA2T00076787001	-4.650394339	0.009497278
GSBRNA2T00064254001	-4.650609377	9.38E-22
GSBRNA2T00063666001	-4.670548719	1.27E-05
GSBRNA2T00024144001	-4.681031403	0.000395539
GSBRNA2T00079070001	-4.698763672	0.000691369
GSBRNA2T00062017001	-4.739646283	0.002938062
GSBRNA2T00076633001	-4.75502733	1.26E-05
GSBRNA2T00094821001	-4.760056592	3.38E-08
GSBRNA2T00022644001	-4.762029718	0.015435022
GSBRNA2T00113610001	-4.767487661	0.00059556
GSBRNA2T00154226001	-4.782144976	1.66E-07
GSBRNA2T00151524001	-4.795999386	0.017963072
GSBRNA2T00148824001	-4.809306075	8.58E-15
GSBRNA2T00002215001	-4.818876444	1.80E-08
GSBRNA2T00044202001	-4.844675872	1.36E-22
GSBRNA2T00118482001	-4.866320444	2.27E-07
GSBRNA2T00050992001	-4.87976372	0.000294641
GSBRNA2T00119715001	-4.886019916	0.001583392
GSBRNA2T00147503001	-4.901795318	1.04E-07
GSBRNA2T00104708001	-4.903563231	0.029767547
GSBRNA2T00134344001	-4.904171045	1.86E-05
GSBRNA2T00036831001	-4.905723894	4.26E-12
GSBRNA2T00147824001	-4.90892	1.02E-05
GSBRNA2T00100943001	-4.925270645	0.002148533
GSBRNA2T00068616001	-4.949826538	2.67E-05
GSBRNA2T00009887001	-4.969029949	3.31E-10
GSBRNA2T00122033001	-4.969047783	0.003359903
GSBRNA2T00070182001	-4.99613009	2.87E-05
GSBRNA2T00019271001	-5.022030072	5.82E-07
GSBRNA2T00050278001	-5.034434498	0.002704789
GSBRNA2T00103128001	-5.038054505	2.65E-05
GSBRNA2T00045113001	-5.041649181	0.007422778
GSBRNA2T00148077001	-5.042079823	0.011446248
GSBRNA2T00018547001	-5.053473997	2.15E-08
GSBRNA2T00099492001	-5.082553179	3.03E-15
GSBRNA2T00014795001	-5.083177594	0.002085671
GSBRNA2T00112667001	-5.091726962	0.011886183
GSBRNA2T00126487001	-5.102418036	7.76E-08
GSBRNA2T00029353001	-5.102473024	3.57E-17
GSBRNA2T00011437001	-5.109218113	3.52E-11
GSBRNA2T00018951001	-5.124289274	0.001202405
GSBRNA2T00091672001	-5.143560412	1.70E-05
GSBRNA2T00005627001	-5.146644401	2.49E-14
GSBRNA2T00076685001	-5.148221554	3.13E-10
GSBRNA2T00082945001	-5.154845421	0.00252512
GSBRNA2T00143540001	-5.160163504	0.011788793
GSBRNA2T00115151001	-5.16339909	0.005700161
GSBRNA2T00104989001	-5.175729454	5.89E-23
GSBRNA2T00059297001	-5.196883945	6.04E-07
GSBRNA2T00143743001	-5.22638512	0.003627244
GSBRNA2T00030097001	-5.232573344	0.001939782
GSBRNA2T00140975001	-5.242364156	3.61E-13
GSBRNA2T00110185001	-5.243833982	0.001240621
GSBRNA2T00050840001	-5.247281657	0.004908609
GSBRNA2T00079249001	-5.261202519	0.003326321
GSBRNA2T00065737001	-5.261989581	0.008032465
GSBRNA2T00035618001	-5.286950842	2.89E-11
GSBRNA2T00020324001	-5.291906418	1.22E-07
GSBRNA2T00077021001	-5.295117149	3.26E-06
GSBRNA2T00022015001	-5.300580885	0.001031941
GSBRNA2T00119543001	-5.306909573	0.000293788
GSBRNA2T00082622001	-5.31200503	0.013027699
GSBRNA2T00015127001	-5.337332016	1.44E-05
GSBRNA2T00036424001	-5.340483184	0.000859465
GSBRNA2T00074508001	-5.367020069	0.011114595
GSBRNA2T00107558001	-5.36842526	3.71E-08
GSBRNA2T00110155001	-5.370149016	0.007501861
GSBRNA2T00115842001	-5.403894671	7.55E-10
GSBRNA2T00134508001	-5.408494111	0.000216922
GSBRNA2T00020582001	-5.411522229	0.010347893
GSBRNA2T00151548001	-5.412096696	6.05E-21
GSBRNA2T00158192001	-5.425186537	0.000616499
GSBRNA2T00047835001	-5.426305583	1.89E-13
GSBRNA2T00111231001	-5.431337061	3.48E-11
GSBRNA2T00123859001	-5.436329677	4.48E-31
GSBRNA2T00134792001	-5.471733492	0.008373234
GSBRNA2T00050614001	-5.502034563	0.001731559
GSBRNA2T00149680001	-5.505828905	0.007816625
GSBRNA2T00140978001	-5.533036698	1.84E-11
GSBRNA2T00076015001	-5.545126855	0.007111999
GSBRNA2T00104262001	-5.598632669	0.006355314
GSBRNA2T00100320001	-5.605520377	0.000283257
GSBRNA2T00113531001	-5.61283612	7.46E-05
